jd_id,title,role_level,exp_level_raw,min_exp_years,exp_range_raw,skills_raw,required_skills,keywords_raw,keywords,responsibilities,raw_text,source_type,required_skill_count
AI011,AI Engineer - Experienced,senior,Senior-Level,4.0,4–7 years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Scikit-learn; Hugging Face Transformers; ONNX; AWS; GCP; Azure; CI/CD; MLOps; Spark; Hadoop; Docker; Kubernetes; Model Monitoring; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""generative ai"", ""llms"", ""tensorflow"", ""pytorch"", ""scikit-learn"", ""hugging face transformers"", ""onnx"", ""aws"", ""gcp"", ""azure"", ""ci/cd"", ""mlops"", ""spark"", ""hadoop"", ""docker"", ""kubernetes"", ""model monitoring"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]","Design, implement, and deploy advanced AI solutions; Lead teams; Ensure cloud integration; Manage MLOps pipelines","AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Scikit-learn; Hugging Face Transformers; ONNX; AWS; GCP; Azure; CI/CD; MLOps; Spark; Hadoop; Docker; Kubernetes; Model Monitoring; SHAP; LIME Design, implement, and deploy advanced AI solutions; Lead teams; Ensure cloud integration; Manage MLOps pipelines",jd,25
AI012,AI Engineer - Experienced,senior,Senior-Level,5.0,5+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face Transformers; AWS; GCP; Azure; CI/CD; Docker; Kubernetes; Spark; Hadoop; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""reinforcement learning"", ""llms"", ""tensorflow"", ""pytorch"", ""keras"", ""scikit-learn"", ""hugging face transformers"", ""aws"", ""gcp"", ""azure"", ""ci/cd"", ""docker"", ""kubernetes"", ""spark"", ""hadoop"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Lead AI engineering projects; Deploy scalable deep learning models; Manage cloud-based AI platforms; Mentor junior AI engineers,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face Transformers; AWS; GCP; Azure; CI/CD; Docker; Kubernetes; Spark; Hadoop; SHAP; LIME Lead AI engineering projects; Deploy scalable deep learning models; Manage cloud-based AI platforms; Mentor junior AI engineers,jd,23
AI013,AI Engineer - Experienced,senior,Senior-Level,6.0,6+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; LLMs; Reinforcement Learning; TensorFlow; PyTorch; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; CI/CD; Docker; Kubernetes; Spark; Hadoop; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""llms"", ""reinforcement learning"", ""tensorflow"", ""pytorch"", ""scikit-learn"", ""hugging face"", ""onnx"", ""aws"", ""gcp"", ""azure"", ""ci/cd"", ""docker"", ""kubernetes"", ""spark"", ""hadoop"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Architect AI/ML pipelines; Integrate models with cloud platforms; Optimize NLP and computer vision solutions; Lead cross-functional AI teams,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; LLMs; Reinforcement Learning; TensorFlow; PyTorch; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; CI/CD; Docker; Kubernetes; Spark; Hadoop; SHAP; LIME Architect AI/ML pipelines; Integrate models with cloud platforms; Optimize NLP and computer vision solutions; Lead cross-functional AI teams,jd,23
AI014,AI Engineer - Experienced,senior,Senior-Level,5.0,5–8 years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Hadoop; Spark; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""generative ai"", ""llms"", ""tensorflow"", ""pytorch"", ""keras"", ""scikit-learn"", ""hugging face"", ""onnx"", ""aws"", ""gcp"", ""azure"", ""docker"", ""kubernetes"", ""ci/cd"", ""hadoop"", ""spark"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Design and deploy production-grade AI solutions; Manage AI cloud platforms; Lead AI engineering teams; Implement MLOps practices; Ensure model explainability,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Hadoop; Spark; SHAP; LIME Design and deploy production-grade AI solutions; Manage AI cloud platforms; Lead AI engineering teams; Implement MLOps practices; Ensure model explainability,jd,24
AI015,AI Engineer - Experienced,senior,Senior-Level,5.0,5+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""reinforcement learning"", ""llms"", ""tensorflow"", ""pytorch"", ""keras"", ""scikit-learn"", ""hugging face"", ""aws"", ""gcp"", ""azure"", ""docker"", ""kubernetes"", ""ci/cd"", ""spark"", ""hadoop"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Lead AI/ML projects; Implement scalable deep learning and NLP pipelines; Deploy models in cloud environments; Mentor junior engineers,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME Lead AI/ML projects; Implement scalable deep learning and NLP pipelines; Deploy models in cloud environments; Mentor junior engineers,jd,23
AI016,AI Engineer - Experienced,senior,Senior-Level,6.0,6+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Hadoop; Spark; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""generative ai"", ""llms"", ""tensorflow"", ""pytorch"", ""keras"", ""scikit-learn"", ""hugging face"", ""onnx"", ""aws"", ""gcp"", ""azure"", ""docker"", ""kubernetes"", ""ci/cd"", ""hadoop"", ""spark"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Architect AI pipelines; Optimize deep learning and NLP solutions; Manage cloud AI infrastructure; Lead cross-functional AI teams,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Hadoop; Spark; SHAP; LIME Architect AI pipelines; Optimize deep learning and NLP solutions; Manage cloud AI infrastructure; Lead cross-functional AI teams,jd,24
AI017,,senior,Senior-Level,5.0,5–10 years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""reinforcement learning"", ""llms"", ""tensorflow"", ""pytorch"", ""keras"", ""scikit-learn"", ""hugging face"", ""aws"", ""gcp"", ""azure"", ""docker"", ""kubernetes"", ""ci/cd"", ""spark"", ""hadoop"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Lead complex AI and ML projects; Develop scalable deep learning and NLP pipelines; Manage cloud AI infrastructure; Mentor junior engineers,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME Lead complex AI and ML projects; Develop scalable deep learning and NLP pipelines; Manage cloud AI infrastructure; Mentor junior engineers,jd,23
AI018,AI Engineer - Experienced,senior,Senior-Level,6.0,6+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; LLMs; Reinforcement Learning; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""llms"", ""reinforcement learning"", ""tensorflow"", ""pytorch"", ""keras"", ""scikit-learn"", ""hugging face"", ""aws"", ""gcp"", ""azure"", ""docker"", ""kubernetes"", ""ci/cd"", ""spark"", ""hadoop"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Lead AI/ML initiatives; Deploy advanced deep learning models; Optimize pipelines; Mentor and guide AI teams,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; LLMs; Reinforcement Learning; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME Lead AI/ML initiatives; Deploy advanced deep learning models; Optimize pipelines; Mentor and guide AI teams,jd,23
AI019,AI Engineer - Experienced,senior,Senior-Level,5.0,5–9 years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""generative ai"", ""llms"", ""tensorflow"", ""pytorch"", ""keras"", ""scikit-learn"", ""hugging face"", ""onnx"", ""aws"", ""gcp"", ""azure"", ""docker"", ""kubernetes"", ""ci/cd"", ""spark"", ""hadoop"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Manage large-scale AI projects; Implement predictive analytics solutions; Optimize ML/AI pipelines; Provide strategic business insights,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Generative AI; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME Manage large-scale AI projects; Implement predictive analytics solutions; Optimize ML/AI pipelines; Provide strategic business insights,jd,24
AI020,AI Engineer - Experienced,senior,Senior-Level,5.0,5+ years,Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME,"[""python"", ""java"", ""c++"", ""deep learning"", ""natural language processing"", ""computer vision"", ""reinforcement learning"", ""llms"", ""tensorflow"", ""pytorch"", ""keras"", ""scikit-learn"", ""hugging face"", ""onnx"", ""aws"", ""gcp"", ""azure"", ""docker"", ""kubernetes"", ""ci/cd"", ""spark"", ""hadoop"", ""shap"", ""lime""]",AI; ML; Senior-Level; Deep Learning; NLP; Cloud; MLOps,"[""artificial intelligence"", ""machine learning"", ""senior-level"", ""deep learning"", ""natural language processing"", ""cloud"", ""mlops""]",Lead AI/ML projects; Deploy and scale deep learning and NLP models; Optimize cloud pipelines; Mentor junior AI engineers and lead teams,AI Engineer - Experienced Python; Java; C++; R; Deep Learning; NLP; Computer Vision; Reinforcement Learning; LLMs; TensorFlow; PyTorch; Keras; Scikit-learn; Hugging Face; ONNX; AWS; GCP; Azure; Docker; Kubernetes; CI/CD; Spark; Hadoop; SHAP; LIME Lead AI/ML projects; Deploy and scale deep learning and NLP models; Optimize cloud pipelines; Mentor junior AI engineers and lead teams,jd,24
AI-F-001,AI Prompt Engineer,fresher,Fresher,0.0,0-1,Python basics; JavaScript basics; Intro to NLP; Hugging Face Transformers basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; OpenAI GPT models intro; TensorFlow basics; PyTorch basics; Critical thinking; Communication; Collaboration; Creativity,"[""python basics"", ""javascript basics"", ""intro to nlp"", ""hugging face transformers basics"", ""spacy basics"", ""nltk basics"", ""prompt writing fundamentals"", ""openai gpt models intro"", ""tensorflow basics"", ""pytorch basics"", ""critical thinking"", ""communication"", ""collaboration"", ""creativity""]",Prompt Engineering; NLP; Python; TensorFlow; PyTorch; AI Model Optimization; Hugging Face; GPT; Data Analysis,"[""prompt engineering"", ""natural language processing"", ""python"", ""tensorflow"", ""pytorch"", ""ai model optimization"", ""hugging face"", ""gpt"", ""data analysis""]",Assist in designing prompts for AI models; Test and evaluate prompt effectiveness; Collaborate with AI/data science teams; Document prompt experiments; Support AI model integration tasks,AI Prompt Engineer Python basics; JavaScript basics; Intro to NLP; Hugging Face Transformers basics; SpaCy basics; NLTK basics; Prompt writing fundamentals; OpenAI GPT models intro; TensorFlow basics; PyTorch basics; Critical thinking; Communication; Collaboration; Creativity Assist in designing prompts for AI models; Test and evaluate prompt effectiveness; Collaborate with AI/data science teams; Document prompt experiments; Support AI model integration tasks,jd,14
AI-F-002,AI Prompt Engineer,fresher,Fresher,0.0,0-1,Python basics; JavaScript basics; Intro to NLP; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing; GPT model exposure; TensorFlow basics; PyTorch basics; Problem-solving; Communication; Teamwork; Creativity,"[""python basics"", ""javascript basics"", ""intro to nlp"", ""hugging face basics"", ""spacy basics"", ""nltk basics"", ""prompt writing"", ""gpt model exposure"", ""tensorflow basics"", ""pytorch basics"", ""problem-solving"", ""communication"", ""teamwork"", ""creativity""]",Prompt Engineering; NLP; Python; TensorFlow; PyTorch; Hugging Face; GPT; AI Model Optimization,"[""prompt engineering"", ""natural language processing"", ""python"", ""tensorflow"", ""pytorch"", ""hugging face"", ""gpt"", ""ai model optimization""]",Write and test basic prompts for AI models; Assist in NLP-related tasks; Collaborate with data science teams; Document prompt testing results; Support AI platform integration; Learn AI model evaluation techniques,AI Prompt Engineer Python basics; JavaScript basics; Intro to NLP; Hugging Face basics; SpaCy basics; NLTK basics; Prompt writing; GPT model exposure; TensorFlow basics; PyTorch basics; Problem-solving; Communication; Teamwork; Creativity Write and test basic prompts for AI models; Assist in NLP-related tasks; Collaborate with data science teams; Document prompt testing results; Support AI platform integration; Learn AI model evaluation techniques,jd,14
